Hẹp động mạch thận phải có tiến hành hiến thận được không ?	bệnh* Hẹp động mạch thận bệnh* phải có tiến hành phép* hiến thận phép* được không ?
Trẻ sơ sinh 2 tháng tuổi vàng mặt , hay khóc thét có phải bị vàng da nhân não không ?	Trẻ sơ sinh 2 tháng tuổi bệnh* vàng mặt bệnh* , hay bệnh* khóc thét bệnh* có phải bị bệnh* vàng da nhân não bệnh* không ?
Đau nhức răng hàm , ê buốt răng cần điều trị thế nào ?	bệnh* Đau nhức răng hàm bệnh* , bệnh* ê buốt răng bệnh* cần điều trị thế nào ?
75 tuổi mắc ung thư tiền liệt tuyến có nên cắt tinh hoàn không ?	75 tuổi mắc bệnh* ung thư tiền liệt tuyến bệnh* có nên phép* cắt tinh hoàn phép* không ?
Bị gãy xương ngón chân có đáng lo ngại không ?	Bị bệnh* gãy xương ngón chân bệnh* có đáng lo ngại không ?
Làm sao để giảm tiết mồ hôi nách ?	Làm sao để giảm bệnh* tiết mồ hôi nách bệnh* ?
Đau đầu , mỏi phần hốc mắt và đau 2 bên thái dương dấu hiệu bệnh gì ?	bệnh* Đau đầu bệnh* , bệnh* mỏi phần hốc mắt bệnh* và bệnh* đau 2 bên thái dương bệnh* dấu hiệu bệnh gì ?
Sau sảy thai có thể ăn chua không ?	Sau bệnh* sảy thai bệnh* có thể ăn chua không ?
Tất cả trường hợp u máu não cần thiết phải điều trị không , thưa bác sĩ ?	Tất cả trường hợp bệnh* u máu não bệnh* cần thiết phải điều trị không , thưa bác sĩ ?
Sau sinh 16 tháng chưa có kinh nguyệt phải làm sao ?	bệnh* Sau sinh 16 tháng chưa có kinh nguyệt bệnh* phải làm sao ?
Được chẩn đoán ngoại tâm thu nhẹ , phải làm sao ?	Được chẩn đoán bệnh* ngoại tâm thu nhẹ bệnh* , phải làm sao ?
Trẻ sơ sinh có thể kiểm tra thính lực khi nào ?	Trẻ sơ sinh có thể phép* kiểm tra thính lực phép* khi nào ?
