Hẹp động mạch thận phải có tiến hành hiến thận được không ?	method_diagnosis
Trẻ sơ sinh 2 tháng tuổi vàng mặt , hay khóc thét có phải bị vàng da nhân não không ?	method_diagnosis
Đau nhức răng hàm , ê buốt răng cần điều trị thế nào ?	treatment
75 tuổi mắc ung thư tiền liệt tuyến có nên cắt tinh hoàn không ?	method_diagnosis
Bị gãy xương ngón chân có đáng lo ngại không ?	severity
Làm sao để giảm tiết mồ hôi nách ?	treatment
Đau đầu , mỏi phần hốc mắt và đau 2 bên thái dương dấu hiệu bệnh gì ?	method_diagnosis
Sau sảy thai có thể ăn chua không ?	method_diagnosis
Tất cả trường hợp u máu não cần thiết phải điều trị không , thưa bác sĩ ?	treatment
Sau sinh 16 tháng chưa có kinh nguyệt phải làm sao ?	treatment
Được chẩn đoán ngoại tâm thu nhẹ , phải làm sao ?	treatment
Trẻ sơ sinh có thể kiểm tra thính lực khi nào ?	method_diagnosis
Mắc ống động mạch chủ có cần phẫu thuật không ?	treatment
Sử dụng thuốc tránh thai khẩn cấp sau khi mổ lấy thai ngoài tử cung	method_diagnosis
Giải pháp điều trị K dạ dày và polyp hang môn vị	treatment
Thưa bác sĩ , bệnh hẹp van hai lá sẽ tiến triển ra sao ạ ?	method_diagnosis
Bé đi phân sống trong 1 tháng có sao không ?	severity
Phương pháp điều trị trào ngược thực quản dứt điểm	treatment
Tiêm mũi 1 và mũi 2 phòng Viêm não Nhật Bản cách nhau 1 tháng có sao không ?	severity
Người cao tuổi bị tiểu đường , cao huyết áp có thể làm sinh thiết không ?	method_diagnosis
Ra dịch âm đạo màu nâu sau sạch kinh 2 tuần có phải dấu hiệu mang thai ?	method_diagnosis
Có kinh nguyệt sau khi quan hệ có thai không ?	method_diagnosis
Triệt sản sau 2 năm có mang thai được nữa không ?	method_diagnosis
Bé gái 8 tuổi có dấu hiệu ngực nhô lên có phải dậy thì sớm không ?	method_diagnosis
Điều trị u máu ở đầu cho trẻ sinh non được 5 tháng tuổi có ảnh hưởng gì không ?	severity
Mưng mủ sau khi cắt mí được 4 ngày có nguy hiểm không ?	severity
Trẻ 2 tuổi khó ngủ , biếng ăn cần làm gì ?	treatment
Thường xuyên bị giật mình , ép tim khó thở là dấu hiệu của bệnh gì ?	method_diagnosis
Lớp 9 chưa dậy thì có vấn đề gì không ?	severity
Dùng thuốc cảm cúm khi đang điều trị viêm gan B có được không ?	method_diagnosis
Đau thắt ngực vào ban đêm là dấu hiệu bệnh gì ?	method_diagnosis
Cảm giác nghẹt ở giữa mũi và vòm họng , khó thở bằng mũi cảnh báo bệnh gì ?	method_diagnosis
Mắt bị mờ , khó nhìn cần làm gì giúp khắc phục ?	treatment
Sau mổ tái tạo dây chằng 2 năm vẫn bị nhói đau , phải làm gì ?	treatment
Bé 27 ngày tuổi thường nôn trớ , quấy khóc , ngủ hay giật mình có bệnh gì không ?	method_diagnosis
Xét nghiệm FSH tăng nhẹ , tinh dịch đồ thấp có phải suy sinh dục không ?	method_diagnosis
Thuốc tránh thai định kỳ có làm tăng nguy cơ sỏi túi mật ?	method_diagnosis
Bị bệnh lao hạch và lao phổi cùng lúc có chữa khỏi được không ?	treatment
Bé được 1 tháng 21 ngày thì có tiêm lao được không ?	method_diagnosis
Điều trị dứt điểm huyết khối tĩnh mạch chi như thế nào ?	treatment
Trước khi tiêm vắc-xin 6 trong 1 cần chuẩn bị gì cho trẻ ?	method_diagnosis
