Hẹp động_mạch thận phải có tiến_hành hiến thận được không ?	bệnh* Hẹp động_mạch thận bệnh* phải có tiến_hành phép* hiến thận phép* được không ?
Trẻ sơ_sinh 2 tháng tuổi vàng mặt , hay khóc thét có phải bị vàng da nhân não không ?	Trẻ sơ_sinh 2 tháng tuổi bệnh* vàng mặt bệnh* , hay bệnh* khóc thét bệnh* có phải bị bệnh* vàng da nhân não bệnh* không ?
Đau_nhức răng_hàm , ê buốt răng cần điều_trị thế_nào ?	bệnh* Đau_nhức răng_hàm bệnh* , bệnh* ê buốt răng bệnh* cần điều_trị thế_nào ?
75 tuổi mắc ung_thư tiền_liệt_tuyến có nên cắt tinh_hoàn không ?	75 tuổi mắc bệnh* ung_thư tiền_liệt_tuyến bệnh* có nên phép* cắt tinh_hoàn phép* không ?
Bị gãy xương ngón chân có đáng lo_ngại không ?	Bị bệnh* gãy xương ngón chân bệnh* có đáng lo_ngại không ?
Làm_sao để giảm tiết mồ_hôi nách ?	Làm_sao để giảm bệnh* tiết mồ_hôi nách bệnh* ?
Đau_đầu , mỏi phần hốc mắt và đau 2 bên thái_dương dấu_hiệu bệnh gì ?	bệnh* Đau_đầu bệnh* , bệnh* mỏi phần hốc mắt bệnh* và bệnh* đau 2 bên thái_dương bệnh* dấu_hiệu bệnh gì ?
Sau sảy thai có_thể ăn chua không ?	Sau bệnh* sảy thai bệnh* có_thể ăn chua không ?
Tất_cả trường_hợp u máu não cần_thiết phải điều_trị không , thưa bác_sĩ ?	Tất_cả trường_hợp bệnh* u máu não bệnh* cần_thiết phải điều_trị không , thưa bác_sĩ ?
Sau sinh 16 tháng chưa có kinh_nguyệt phải làm_sao ?	bệnh* Sau sinh 16 tháng chưa có kinh_nguyệt bệnh* phải làm_sao ?
Được chẩn_đoán ngoại tâm thu nhẹ , phải làm_sao ?	Được chẩn_đoán bệnh* ngoại tâm thu nhẹ bệnh* , phải làm_sao ?
Trẻ sơ_sinh có_thể kiểm_tra thính_lực khi nào ?	Trẻ sơ_sinh có_thể phép* kiểm_tra thính_lực phép* khi nào ?
