sent1: Các thử nghiệm đáng chú ý với Cr 1,7 (baseline 0,5 trên mỗi hồ sơ cũ) vầ lactate 2,4. sent2: Bệnh nhân có nồng độ Cr > 0,5 mmol/l, tăng CR	entailment
sent1: Các thử nghiệm đáng chú ý với Cr 1,7 (baseline 0,5 trên mỗi hồ sơ cũ) vầ lactate 2,4. sent2: Bệnh nhân có Cr bình thường	contradiction
sent1: Các thử nghiệm đáng chú ý với Cr 1,7 (baseline 0,5 trên mỗi hồ sơ cũ) vầ lactate 2,4. sent2: Bệnh nhân có triệu chứng viêm phổi nặng	neutral
sent1: Rung giật nhãn cầu và xoắn cánh tay R đã được ghi nhận. sent2: Bệnh nhân có xét nghiệm thần kinh bất thường.	entailment
sent1: Rung giật nhãn cầu và xoắn cánh tay R đã được ghi nhận. sent2: Bệnh nhân có kết quả kiểm tra thần kinh bình thường.	contradiction
sent1: Rung giật nhãn cầu và xoắn cánh tay R đã được ghi nhận. sent2: Bệnh nhân bị đột quỵ cấp tính.	neutral
sent1: Bệnh nhân đã được bác sĩ chăm sóc chính của mình thăm khám sau khi anh phàn nàn về tiền sử khó thở trong một tuần khi gắng sức và căng cứng hàm. sent2: Bệnh nhân có triệu chứng của đợt cấp sốt xuất huyết Dengue.	entailment
sent1: Bệnh nhân đã được bác sĩ chăm sóc chính của mình thăm khám sau khi anh phàn nàn về tiền sử khó thở trong một tuần khi gắng sức và căng cứng hàm. sent2: Bệnh nhân không có triệu chứng gì.	contradiction
sent1: Bệnh nhân đã được bác sĩ chăm sóc chính của mình thăm khám sau khi anh phàn nàn về tiền sử khó thở trong một tuần khi gắng sức và căng cứng hàm. sent2: Bệnh nhân có bệnh động mạch vành.	neutral
sent1: Tại bệnh viện bệnh viện 1456 bệnh viện bệnh nhân đang trải qua 10 trong số 10 cơn đau ngực và nhận nitropaste hai inch, ba nitroglycerins dưới lưỡi, morphine 4 mg tiêm tĩnh mạch, Lopressor 5 mg tiêm tĩnh mạch. sent2: Bệnh nhân đang được điều trị bằng thuốc dùng để điều trị hội chứng mạch vành cấp tính.	entailment
sent1: Tại bệnh viện bệnh viện 1456 bệnh viện bệnh nhân đang trải qua 10 trong số 10 cơn đau ngực và nhận nitropaste hai inch, ba nitroglycerins dưới lưỡi, morphine 4 mg tiêm tĩnh mạch, Lopressor 5 mg tiêm tĩnh mạch. sent2: Bệnh nhân không có triệu chứng.	contradiction
sent1: Tại bệnh viện bệnh viện 1456 bệnh viện bệnh nhân đang trải qua 10 trong số 10 cơn đau ngực và nhận nitropaste hai inch, ba nitroglycerins dưới lưỡi, morphine 4 mg tiêm tĩnh mạch, Lopressor 5 mg tiêm tĩnh mạch. sent2: Bệnh nhân đang bị nhồi máu cơ tim.	neutral
sent1: Tiền sử sỏi thận có tiểu máu 5. sent2: bệnh nhân có tiền sử sỏi thận	entailment
sent1: Tiền sử sỏi thận có tiểu máu 5. sent2: bệnh nhân không có tiền sử sỏi thận	contradiction
sent1: Tiền sử sỏi thận có tiểu máu 5. sent2: bệnh nhân đau hông lưng	neutral
sent1: Mỗi bệnh nhân, anh ta uống kết hợp 100 viên Lisinopril, Nifedipine và Atenolol vào tối muộn ngày hôm qua. sent2: Bệnh nhân dùng thuốc quá liều.	entailment
sent1: Mỗi bệnh nhân, anh ta uống kết hợp 100 viên Lisinopril, Nifedipine và Atenolol vào tối muộn ngày hôm qua. sent2: Bệnh nhân không uống thêm thuốc.	contradiction
sent1: Mỗi bệnh nhân, anh ta uống kết hợp 100 viên Lisinopril, Nifedipine và Atenolol vào tối muộn ngày hôm qua. sent2: Bệnh nhân đang trầm cảm.	neutral
sent1: Dây nhịp tạm thời được đặt trên [* * 11-7 * *] để gây tắc tim hoàn toàn liên tục, nhưng theo báo cáo bệnh nhân không phụ thuộc vào dấu vết. sent2: Bệnh nhân có vấn đề về tim	entailment
sent1: Dây nhịp tạm thời được đặt trên [* * 11-7 * *] để gây tắc tim hoàn toàn liên tục, nhưng theo báo cáo bệnh nhân không phụ thuộc vào dấu vết. sent2: Bệnh nhân có chức năng tim bình thường	contradiction
sent1: Dây nhịp tạm thời được đặt trên [* * 11-7 * *] để gây tắc tim hoàn toàn liên tục, nhưng theo báo cáo bệnh nhân không phụ thuộc vào dấu vết. sent2: Bệnh nhân có tiền sử tăng huyết áp	neutral
sent1: Vào ngày thứ 8 đến 19, anh ta đã được đặt ống thông tim, cho thấy không có bệnh hạn chế dòng chảy của động mạch vành nhưng anh ta bị phình động mạch chủ lên khoảng 6 cm. sent2: Thông tim không thấy tắc	entailment
sent1: Vào ngày thứ 8 đến 19, anh ta đã được đặt ống thông tim, cho thấy không có bệnh hạn chế dòng chảy của động mạch vành nhưng anh ta bị phình động mạch chủ lên khoảng 6 cm. sent2: Thông tim cho thấy tắc nghẽn hạn chế dòng chảy	contradiction
sent1: Vào ngày thứ 8 đến 19, anh ta đã được đặt ống thông tim, cho thấy không có bệnh hạn chế dòng chảy của động mạch vành nhưng anh ta bị phình động mạch chủ lên khoảng 6 cm. sent2: Bệnh nhân có tiền sử tăng huyết áp và hút thuốc lá	neutral
sent1: Tại bệnh viện hồi phục, anh ta đang được điều trị bằng thuốc vanco/flagyl vì nghi ngờ viêm phổi do hít phải. sent2: Bệnh nhân nghi ngờ viêm phổi do hít phải.	entailment
sent1: Tại bệnh viện hồi phục, anh ta đang được điều trị bằng thuốc vanco/flagyl vì nghi ngờ viêm phổi do hít phải. sent2: bệnh nhân không dùng kháng sinh	contradiction
sent1: Tại bệnh viện hồi phục, anh ta đang được điều trị bằng thuốc vanco/flagyl vì nghi ngờ viêm phổi do hít phải. sent2: Bệnh nhân bị đột quỵ	neutral
sent1: AROM lúc sinh mang lại nước ối trong. sent2: Bệnh nhân đã sinh con	entailment
sent1: AROM lúc sinh mang lại nước ối trong. sent2: Bệnh nhân chưa có thai	contradiction
sent1: AROM lúc sinh mang lại nước ối trong. sent2: Bệnh nhân không có PMH	neutral
sent1: Chiếm ưu thế trái, chủ yếu bên trái nhẹ, 50% từ trên xuống bên trái và bất thường luminal tối thiểu. sent2: Có 50% tắc nghẽn ở phía trước động mạch vành trái xuống	entailment
sent1: Chiếm ưu thế trái, chủ yếu bên trái nhẹ, 50% từ trên xuống bên trái và bất thường luminal tối thiểu. sent2: Không có tắc nghẽn trong động mạch vành	contradiction
sent1: Chiếm ưu thế trái, chủ yếu bên trái nhẹ, 50% từ trên xuống bên trái và bất thường luminal tối thiểu. sent2: Bệnh nhân có tiền sử cao cholesterol và huyết áp cao	neutral
sent1: Bệnh nhân bắt đầu có triệu chứng đau bụng, buồn nôn và nôn tương tự như các đợt viêm túi thừa ba tuần trước và khoảng một tuần sau đó được đưa đến bệnh viện khi cô nhận thấy phân chảy ra từ âm đạo và chụp CT tại bệnh viện bên ngoài ghi nhận rò ruột. sent2: Cô ấy có tiền sử bệnh tiêu hoá.	entailment
sent1: Bệnh nhân bắt đầu có triệu chứng đau bụng, buồn nôn và nôn tương tự như các đợt viêm túi thừa ba tuần trước và khoảng một tuần sau đó được đưa đến bệnh viện khi cô nhận thấy phân chảy ra từ âm đạo và chụp CT tại bệnh viện bên ngoài ghi nhận rò ruột. sent2: Cô ấy không bị rối loạn chức năng tiêu hoá.	contradiction
sent1: Bệnh nhân bắt đầu có triệu chứng đau bụng, buồn nôn và nôn tương tự như các đợt viêm túi thừa ba tuần trước và khoảng một tuần sau đó được đưa đến bệnh viện khi cô nhận thấy phân chảy ra từ âm đạo và chụp CT tại bệnh viện bên ngoài ghi nhận rò ruột. sent2: Cô ấy có tiền sử béo phì.	neutral
sent1: Cô ta bắt đầu dùng Dilantin. sent2: Bệnh nhân đang bị đau.	entailment
sent1: Cô ta bắt đầu dùng Dilantin. sent2: Bệnh nhân không có vấn đề về đau.	contradiction
sent1: Cô ta bắt đầu dùng Dilantin. sent2: Bệnh nhân nhập viện	neutral
sent1: Tên bệnh nhân bí danh * * * Tên bệnh nhân bí danh 6979 * * là một phụ nữ 54 tuổi có tiền sử ung thư hạch thần kinh trung ương, người có biểu hiện co giật và hạ huyết áp ngày càng tăng. sent2: bệnh nhân có u lymphô ác tính thần kinh trung ương	entailment
